Duration,Checking account,Credit amount,Purpose,Job ,Job,Sex ,Sex,Checking account ,Purpose ,csv,data_source,Saving accounts,Housing,Risk,Age,value,Unnamed: 0
30,NA,4530,radio/TV,3,3,female,female,NA,radio/TV,,kaggle,little,rent,good,26,391779,675
12,NA,701,education,2,2,male,male,NA,education,,kaggle,little,own,good,32,391779,318
33,NA,7253,car,3,3,male,male,NA,car,,kaggle,little,own,good,35,391779,411
12,moderate,1223,car,2,2,male,male,moderate,car,,kaggle,little,rent,bad,46,391779,398
24,NA,8648,business,2,2,male,male,NA,business,,kaggle,little,own,bad,27,391779,402
9,NA,1388,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,rent,good,26,391779,582
48,moderate,18424,vacation/others,3,3,female,female,moderate,vacation/others,,kaggle,little,own,bad,32,391779,915
60,NA,10366,car,3,3,male,male,NA,car,,kaggle,little,own,good,42,391779,672
24,NA,2028,furniture/equipment,1,1,male,male,NA,furniture/equipment,,kaggle,little,own,good,30,391779,984
24,NA,3430,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,quite rich,own,good,31,391779,19
18,moderate,4439,business,3,3,male,male,moderate,business,,kaggle,little,own,good,33,391779,343
36,NA,6614,car,3,3,male,male,NA,car,,kaggle,little,own,good,34,391779,888
30,moderate,2181,car,2,2,male,male,moderate,car,,kaggle,NA,own,good,36,391779,882
12,moderate,1223,car,2,2,male,male,moderate,car,,kaggle,little,rent,bad,46,391779,398
12,NA,2133,car,3,3,female,female,NA,car,,kaggle,NA,free,good,52,391779,584
27,moderate,2528,business,2,2,female,female,moderate,business,,kaggle,little,own,good,32,391779,704
,NA,3914,,2,2,male,male,NA,,,kaggle,NA,own,bad,38,391779,622
9,little,1422,car,3,3,male,male,little,car,,kaggle,little,free,bad,27,391779,878
24,little,6419,car,3,3,female,female,little,car,,kaggle,little,free,good,44,391779,292
6,moderate,433,education,2,2,female,female,moderate,education,,kaggle,rich,rent,bad,24,391779,721
30,NA,6742,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,NA,own,good,36,391779,879
36,NA,3535,car,2,2,male,male,NA,car,,kaggle,little,own,good,37,391779,776
24,little,1231,radio/TV,3,3,female,female,little,radio/TV,,kaggle,rich,rent,good,57,391779,955
36,moderate,4795,radio/TV,3,3,female,female,moderate,radio/TV,,kaggle,little,own,good,30,391779,141
48,little,7119,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,free,bad,53,391779,522
12,NA,2096,education,1,1,male,male,NA,education,,kaggle,little,own,good,49,391779,2
21,moderate,1188,business,2,2,female,female,moderate,business,,kaggle,little,own,bad,39,391779,790
12,moderate,2930,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,little,own,good,27,391779,576
18,moderate,866,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,little,own,good,25,391779,233
10,moderate,1521,furniture/equipment,1,1,male,male,moderate,furniture/equipment,,kaggle,little,own,good,31,391779,339
12,NA,776,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,28,391779,358
12,NA,3565,education,1,1,male,male,NA,education,,kaggle,NA,own,good,37,391779,990
12,little,697,car,2,2,male,male,little,car,,kaggle,little,own,bad,46,391779,925
15,moderate,802,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,37,391779,265
18,NA,2320,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,34,391779,376
12,moderate,766,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,quite rich,own,bad,66,391779,137
24,moderate,4736,furniture/equipment,1,1,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,25,391779,911
12,rich,609,business,0,0,female,female,rich,business,,kaggle,little,own,bad,26,391779,439
12,NA,1402,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,quite rich,rent,good,37,391779,271
12,NA,1493,radio/TV,2,2,,,NA,radio/TV,,kaggle,little,own,good,34,391779,638
42,moderate,5954,business,1,1,female,female,moderate,business,,kaggle,little,own,good,41,391779,73
12,NA,3447,education,1,1,female,female,NA,education,,kaggle,quite rich,own,good,35,391779,244
,,,,2,2,male,male,,,,kaggle,little,own,,26,391779,481
39,NA,2569,car,2,2,male,male,NA,car,,kaggle,quite rich,own,good,24,391779,476
42,little,4370,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,bad,26,391779,639
18,little,1131,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,own,bad,33,391779,166
12,little,1657,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,27,391779,260
24,NA,6313,car,3,3,male,male,NA,car,,kaggle,NA,own,good,41,391779,791
6,NA,1238,education,3,3,male,male,NA,education,,kaggle,NA,own,good,36,391779,473
15,moderate,1264,car,2,2,male,male,moderate,car,,kaggle,moderate,rent,bad,25,391779,979
36,moderate,2671,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,moderate,free,bad,50,391779,607
36,NA,5842,car,2,2,male,male,NA,car,,kaggle,,own,good,35,391779,415
48,moderate,3060,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,28,391779,273
15,little,3959,car,2,2,female,female,little,car,,kaggle,little,own,bad,29,391779,858
39,moderate,4933,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,25,391779,780
24,NA,9277,car,2,2,male,male,NA,car,,kaggle,NA,free,good,48,391779,881
6,little,666,car,1,1,female,female,little,car,,kaggle,rich,own,good,39,391779,250
10,NA,1597,car,1,1,male,male,NA,car,,kaggle,quite rich,,good,40,391779,413
6,little,1872,furniture/equipment,3,3,male,male,little,furniture/equipment,,kaggle,little,free,good,36,391779,432
42,little,3394,repairs,0,0,male,male,little,repairs,,kaggle,little,own,good,65,391779,438
10,NA,894,education,2,2,female,female,NA,education,,kaggle,NA,own,good,40,391779,856
48,moderate,5381,vacation/others,0,0,male,male,moderate,vacation/others,,kaggle,NA,free,good,40,391779,310
36,moderate,2384,repairs,1,1,male,male,moderate,repairs,,kaggle,little,rent,bad,33,391779,583
36,moderate,987875643454698,car,2,2,male,male,moderate,car,,kaggle,little,own,good,34,391779,893
21,NA,2782,car,3,3,female,female,NA,car,,kaggle,quite rich,own,good,31,391779,418
18,moderate,2779,car,2,2,male,male,moderate,car,,kaggle,little,rent,good,21,391779,425
30,moderate,1919,radio/TV,3,3,male,male,moderate,radio/TV,,kaggle,moderate,own,bad,30,391779,935
24,,1282,radio/TV,1,1,female,female,,radio/TV,,kaggle,moderate,own,bad,32,391779,15
36,NA,5742,business,2,2,male,male,NA,business,,kaggle,moderate,own,good,31,391779,671
6,moderate,433,education,2,2,female,female,moderate,education,,kaggle,rich,rent,bad,24,391779,721
6,rich,1323,car,2,2,male,male,rich,car,,kaggle,moderate,own,,28,391779,499
6,little,1198,education,2,2,female,female,little,education,,kaggle,little,free,bad,35,391779,711
48,NA,4844,,3,3,male,male,NA,,,kaggle,little,rent,bad,33,391779,981
6,NA,1743,business,1,1,male,male,NA,business,,kaggle,moderate,own,good,34,391779,348
36,little,6229,furniture/equipment,1,1,female,female,little,furniture/equipment,,kaggle,little,rent,bad,23,391779,59
,NA,7980,,2,2,male,male,NA,,,kaggle,NA,rent,bad,27,391779,645
24,NA,1249,car,2,2,male,male,NA,car,,kaggle,little,own,good,28,391779,847
15,NA,1532,education,2,2,female,female,NA,education,,kaggle,moderate,own,good,31,391779,526
24,NA,2197,car,2,2,,,NA,car,,kaggle,NA,own,good,43,391779,406
6,NA,1766,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,rent,good,21,391779,363
18,moderate,2427,business,2,2,male,male,moderate,business,,kaggle,NA,own,good,42,391779,977
21,little,1647,car,1,1,male,male,little,car,,kaggle,NA,own,bad,40,391779,182
15,,1433,furniture/equipment,2,2,female,female,,furniture/equipment,,kaggle,little,rent,good,25,391779,985
24,little,1024,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,bad,48,391779,289
15,little,950,car,2,2,353546,353546,little,car,,kaggle,little,rent,bad,33,391779,170
36,moderate,9857,business,1,1,male,male,moderate,business,,kaggle,moderate,own,good,31,391779,684
18,moderate,1042,car,2,2,female,female,moderate,car,,kaggle,NA,own,bad,33,391779,419
16,moderate,1175,car,0,0,male,male,moderate,car,,kaggle,little,free,good,68,391779,187
36,little,9629,car,2,2,male,male,little,car,,kaggle,little,own,bad,24,391779,812
16,moderate,1175,car,0,0,male,male,moderate,car,,kaggle,little,free,good,68,391779,187
12,NA,640,car,1,1,male,male,NA,car,,kaggle,little,own,good,49,391779,619
30,moderate,4221,business,2,2,female,female,moderate,business,,kaggle,little,own,good,28,391779,658
10,NA,1924,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,38,391779,151
24,moderate,3512,car,2,2,male,male,moderate,car,,kaggle,moderate,own,good,38,391779,158
36,,2862,car,,,,,,car,,kaggle,,,good,,391779,687
48,moderate,12169,car,3,3,male,male,moderate,car,,kaggle,NA,free,good,36,391779,272
18,NA,1808,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,little,own,bad,22,391779,614
6,NA,3518,car,2,2,male,male,NA,car,,kaggle,little,rent,good,26,391779,489
12,little,1274,car,1,1,female,female,little,car,,kaggle,little,own,bad,37,391779,747
9,NA,1224,car,2,2,male,male,NA,car,,kaggle,little,own,good,30,391779,932
12,NA,2390,car,2,2,male,male,NA,car,,kaggle,NA,own,good,50,391779,994
15,little,1721,car,2,2,male,male,little,car,,kaggle,little,own,good,36,391779,461
18,NA,6070,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,33,391779,371
24,,,radio/TV,,,,,,radio/TV,,kaggle,,,bad,,391779,
12,NA,707,3,2,2,male,male,NA,3,,kaggle,little,own,56,30,391779,222
24,moderate,2718,car,1,1,female,female,moderate,car,,kaggle,little,rent,bad,20,391779,593
18,moderate,1056,car,2,2,male,male,moderate,car,,kaggle,little,own,bad,30,391779,580
27,little,2442,business,3,3,male,male,little,business,,kaggle,little,own,good,43,391779,890
36,moderate,2862,car,2,2,male,male,moderate,car,,kaggle,moderate,free,good,30,391779,687
24,little,7721,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,NA,own,good,30,391779,108
27,NA,8613,car,2,2,male,male,NA,car,,kaggle,rich,own,good,27,391779,136
42,NA,4042,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,quite rich,own,good,36,391779,628
24,little,4110,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,rent,bad,23,391779,334
30,moderate,2991,radio/TV,2,2,female,female,moderate,radio/TV,,kaggle,NA,own,good,25,391779,912
48,little,4605,car,2,2,male,male,little,car,,kaggle,little,free,bad,24,391779,242
21,NA,2241,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,50,391779,662
48,little,6999,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,bad,34,391779,552
18,NA,629,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,quite rich,own,good,32,391779,710
24,little,1285,car,2,2,female,female,little,car,,kaggle,NA,rent,bad,32,391779,755
15,NA,3594,car,1,1,female,female,NA,car,,kaggle,little,own,good,46,391779,908
48,little,3931,car,2,2,male,male,little,car,,kaggle,little,free,bad,46,391779,814
24,little,2924,car,2,2,male,male,little,car,,kaggle,little,own,good,63,391779,465
18,little,5302,car,3,3,male,male,little,car,,kaggle,little,free,good,36,391779,262
21,rich,2923,car,3,3,female,female,rich,car,,kaggle,moderate,own,good,28,391779,982
42,rich,4796,car,2,2,male,male,rich,car,,kaggle,little,free,good,56,391779,293
48,moderate,6681,business,2,2,male,male,moderate,business,,kaggle,NA,free,good,38,391779,829
15,rich,1905,education,3,3,male,male,rich,education,,kaggle,little,rent,good,40,391779,699
24,little,1747,furniture/equipment,1,1,male,male,little,furniture/equipment,,kaggle,little,own,good,24,391779,930
,,,,,,,,,,,kaggle,,,good,23,391779,565
12,NA,3331,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,own,good,42,391779,867
12,NA,2073,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,moderate,own,good,28,391779,49
48,moderate,6416,business,2,2,female,female,moderate,business,,kaggle,little,rent,bad,59,391779,728
6,NA,1338,domestic appliances,2,2,male,male,NA,domestic appliances,,kaggle,quite rich,own,good,62,391779,816
30,little,11998,repairs,1,1,male,male,little,repairs,,kaggle,little,own,bad,34,391779,274
24,moderate,2064,furniture/equipment,3,3,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,34,391779,172
15,NA,2221,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,quite rich,rent,good,20,391779,865
36,moderate,,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,rent,good,24,391779,101
24,NA,2835,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,quite rich,own,good,53,391779,6
12,moderate,6078,car,2,2,male,male,moderate,car,,kaggle,little,own,good,32,391779,107
12,NA,804,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,38,391779,997
36,little,9271,car,2,2,male,male,little,car,,kaggle,little,own,bad,24,391779,805
6,NA,1538,education,2,2,female,female,NA,education,,kaggle,little,own,good,56,391779,680
36,little,9629,car,2,2,male,male,little,car,,kaggle,little,own,bad,24,391779,812
15,NA,1262,domestic appliances,2,2,male,male,NA,domestic appliances,,kaggle,quite rich,own,good,36,391779,162
24,rich,2892,furniture/equipment,2,2,male,male,rich,furniture/equipment,,kaggle,little,free,good,51,391779,793
24,NA,7814,car,3,3,male,male,NA,car,,kaggle,little,own,good,38,391779,880
21,NA,2476,car,3,3,male,male,NA,car,,kaggle,NA,own,good,46,391779,712
8,little,1164,vacation/others,3,3,male,male,little,vacation/others,,kaggle,little,free,good,51,391779,72
60,NA,10366,car,3,3,male,male,NA,car,,kaggle,little,own,good,42,391779,672
6,little,14896,car,3,3,male,male,little,car,,kaggle,little,own,bad,68,391779,917
24,moderate,1201,car,2,2,male,male,moderate,car,,kaggle,little,own,good,26,391779,481
36,NA,7855,car,2,2,female,female,NA,car,,kaggle,little,own,bad,25,391779,113
15,NA,3343,furniture/equipment,2,2,male,male,NA,furniture/equipment,,kaggle,little,free,good,28,391779,857
6,,,radio/TV,,,,,,radio/TV,,kaggle,,,good,29,391779,451
24,little,1382,business,2,2,male,male,little,business,,kaggle,moderate,own,good,26,391779,872
24,,2039,radio/TV,2,2,male,male,,radio/TV,,kaggle,little,own,bad,,391779,405
15,rich,1271,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,NA,free,bad,39,391779,757
24,NA,2679,car,3,3,female,female,NA,car,,kaggle,little,own,good,29,391779,455
,little,7476,,3,3,male,male,little,,,kaggle,little,free,good,50,391779,650
20,little,4272,furniture/equipment,2,2,female,female,little,furniture/equipment,,kaggle,little,own,good,24,391779,802
30,rich,1908,business,3,3,male,male,rich,business,,kaggle,little,own,bad,66,391779,213
24,little,2483,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,quite rich,own,good,22,391779,743
6,moderate,590,radio/TV,1,1,male,male,moderate,radio/TV,,kaggle,little,own,good,26,391779,806
18,NA,3780,furniture/equipment,3,3,male,male,NA,furniture/equipment,,kaggle,little,own,good,35,391779,824
60,moderate,,car,3,3,female,female,moderate,car,,kaggle,moderate,own,bad,24,391779,332
6,rich,1343,car,2,2,male,male,rich,car,,kaggle,little,own,good,46,391779,871
36,little,5371,furniture/equipment,2,2,male,male,little,furniture/equipment,,kaggle,little,own,good,28,391779,148
24,moderate,3069,furniture/equipment,2,2,male,male,moderate,furniture/equipment,,kaggle,moderate,free,good,30,391779,959
36,NA,1819,education,2,2,male,male,NA,education,,kaggle,little,free,bad,37,391779,68
24,moderate,2896,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,moderate,own,good,29,391779,692
36,little,15857,vacation/others,3,3,male,male,little,vacation/others,,kaggle,little,own,good,43,391779,818
12,little,1168,car,1,1,male,male,little,car,,kaggle,little,own,good,27,391779,201
36,NA,3595,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,28,391779,877
18,NA,1055,car,2,2,female,female,NA,car,,kaggle,little,own,good,30,391779,161
48,little,6331,car,2,2,male,male,little,car,,kaggle,little,free,bad,46,391779,701
8,,,radio/TV,,,,,,radio/TV,,kaggle,,,good,,391779,
48,NA,12749,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,quite rich,own,good,37,391779,921
12,little,1107,radio/TV,3,3,male,male,little,radio/TV,,kaggle,little,rent,good,20,391779,905
39,moderate,4933,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,bad,25,391779,780
6,little,14896,car,3,3,male,male,little,car,,kaggle,little,own,bad,68,391779,917
9,moderate,918,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,little,own,bad,30,391779,601
60,NA,6527,car,2,2,male,male,NA,car,,kaggle,NA,free,good,34,391779,685
11,moderate,1577,furniture/equipment,2,2,female,female,moderate,furniture/equipment,,kaggle,rich,own,good,20,391779,167
24,moderate,6403,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,little,own,good,33,391779,730
10,NA,2210,furniture/equipment,1,1,male,male,NA,furniture/equipment,,kaggle,little,rent,bad,25,391779,864
6,NA,426,radio/TV,1,1,,,NA,radio/TV,,kaggle,little,own,good,39,391779,26
48,moderate,6224,education,2,2,male,male,moderate,education,,kaggle,little,free,bad,50,391779,788
36,NA,10974,furniture/equipment,3,3,female,female,NA,furniture/equipment,,kaggle,little,own,bad,26,391779,953
12,NA,804,radio/TV,2,2,male,male,NA,radio/TV,,kaggle,little,own,good,38,391779,997
18,moderate,1887,business,2,2,male,male,moderate,business,,kaggle,NA,own,good,28,391779,401
42,little,3965,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,bad,34,391779,76
48,moderate,6560,car,2,2,male,male,moderate,car,,kaggle,moderate,own,bad,24,391779,706
30,moderate,2503,business,2,2,male,male,moderate,business,,kaggle,moderate,own,good,41,391779,703
12,moderate,1158,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,quite rich,own,good,26,391779,41
36,NA,7678,furniture/equipment,2,2,female,female,NA,furniture/equipment,,kaggle,quite rich,own,good,40,391779,870
36,rich,5848,radio/TV,2,2,male,male,rich,radio/TV,,kaggle,little,own,good,24,391779,152
18,little,1345,radio/TV,2,2,male,male,little,radio/TV,,kaggle,little,own,bad,26,391779,819
4,,,car,,,,,,car,,kaggle,,,good,,391779,
15,NA,1300,car,2,2,male,male,NA,car,,kaggle,NA,free,good,45,391779,609
24,moderate,11328,vacation/others,3,3,male,male,moderate,vacation/others,,kaggle,little,own,bad,29,391779,431
24,NA,1376,radio/TV,2,2,female,female,NA,radio/TV,,kaggle,quite rich,own,good,28,391779,
18,little,7511,car,2,2,male,male,little,car,,kaggle,NA,free,bad,51,391779,796
30,NA,2333,radio/TV,3,3,male,male,NA,radio/TV,,kaggle,quite rich,own,good,30,391779,40
6,moderate,368,radio/TV,2,2,male,male,moderate,radio/TV,,kaggle,NA,own,good,38,391779,493
6,moderate,14555,car,0,0,male,male,moderate,car,,kaggle,NA,own,bad,23,391779,236
6,NA,1750,radio/TV,1,1,male,male,NA,radio/TV,,kaggle,quite rich,own,good,45,391779,551
24,NA,5507,repairs,2,2,male,male,NA,repairs,,kaggle,little,free,good,44,391779,520
15,rich,392,education,2,2,female,female,rich,education,,kaggle,little,rent,good,23,391779,111
9,rich,1337,radio/TV,3,3,male,male,rich,radio/TV,,kaggle,little,own,bad,34,391779,720
18,moderate,4439,business,3,3,male,male,moderate,business,,kaggle,little,own,good,33,391779,343
